index	return	risk	MSFT	SPY	AAPL	GOOGL	TSLA	NVDA
34	0.03058307123580256	0.04421094719860241	-1.778702076734747e-20	0.4028281327192427	0.1197404082882214	0.28097016728398655	0.03795263356676545	0.15850865814178372
35	0.030961062968969343	0.04474488715181704	-1.701101611762546e-20	0.3904656826113189	0.12031621270043331	0.2853642554901318	0.039725722128991864	0.16412812706912414
36	0.03133905470213613	0.04528189901537547	-1.6234203295683272e-20	0.3781032325033946	0.12089201711264513	0.2897583436962771	0.04149881069121834	0.16974759599646463
37	0.03171704643530291	0.045821874785162066	-1.5456521571852975e-20	0.36574078239547064	0.12146782152485719	0.29415243190242235	0.043271899253444754	0.17536706492380502
38	0.03209503816846969	0.04636471090596889	-1.4680746651048342e-20	0.3533783322875469	0.12204362593706895	0.2985465201085675	0.045044987815671185	0.1809865338511454
39	0.032473029901636474	0.04691030807977773	-1.390407701367134e-20	0.3410158821796225	0.12261943034928101	0.3029406083147127	0.0468180763778977	0.18660600277848602
40	0.03285102163480325	0.04745857108114231	-1.3128330927310514e-20	0.32865343207169884	0.12319523476149277	0.30733469652085793	0.04859116494012412	0.19222547170582632
41	0.03322901336797004	0.048009408579637855	-1.2351707463540014e-20	0.31629098196377486	0.12377103917370466	0.31172878472700327	0.05036425350235056	0.1978449406331667
42	0.03360700510113682	0.04856273296930437	-1.1577290020891973e-20	0.3039285318558508	0.12434684358591663	0.31612287293314845	0.052137342064576965	0.20346440956050724
43	0.0339849968343036	0.04911846020497698	-1.0797977749969577e-20	0.2915660817479267	0.12492264799812848	0.3205169611392936	0.053910430626803445	0.20908387848784765
44	0.03436298856747037	0.04967650964536903	-1.0021445970768926e-20	0.279203631640003	0.12549845241034047	0.32491104934543874	0.055683519189029834	0.21470334741518796
45	0.034740980300637166	0.050236803902752106	-9.246012800285653e-21	0.2668411815320787	0.12607425682255238	0.32930513755158414	0.05745660775125634	0.2203228163425285
46	0.035118972033803944	0.05079926869905987	-8.469824188200548e-21	0.2544787314241546	0.1266500612347642	0.33369922575772937	0.05922969631348279	0.22594228526986898
47	0.03549696376697072	0.051363832728229954	-7.695500575824017e-21	0.24211628131623095	0.1272258656469761	0.33809331396387443	0.06100278487570916	0.23156175419720929
48	0.0358749555001375	0.05193042752458794	-6.917884879651487e-21	0.22975383120830697	0.12780167005918788	0.3424874021700198	0.06277587343793566	0.23718122312454964
49	0.036252947233304286	0.05249898733707121	-6.141662507475082e-21	0.2173913811003829	0.1283774744714	0.3468814903761649	0.06454896200016211	0.24280069205189014
50	0.03663093896647107	0.053069449009086535	-5.3636236000486754e-21	0.2050289309924589	0.12895327888361188	0.3512755785823102	0.06632205056238848	0.2484201609792306
51	0.03700893069963784	0.05364175186379261	-4.5890745059818836e-21	0.19266648088453492	0.12952908329582374	0.3556696667884554	0.06809513912461491	0.254039629906571
52	0.03738692243280464	0.05421583759459915	-3.809610404578781e-21	0.1803040307766107	0.13010488770803566	0.3600637549946007	0.06986822768684144	0.25965909883391153
53	0.037764914165971414	0.05479165016067494	-3.032968806473793e-21	0.16794158066868706	0.13068069212024747	0.36445784320074576	0.07164131624906789	0.26527856776125186
54	0.038142905899138185	0.0553691356872601	-2.2579635662103314e-21	0.15557913056076306	0.1312564965324595	0.3688519314068911	0.07341440481129424	0.2708980366885922
55	0.03852089763230498	0.0559482423705807	-1.4803823464148033e-21	0.14321668045283878	0.1318323009446713	0.37324601961303633	0.07518749337352074	0.2765175056159328
56	0.03889888936547177	0.056528920387168655	-7.081699325022012e-22	0.1308542303449145	0.1324081053568833	0.37764010781918167	0.07696058193574719	0.28213697454327336
57	0.03927688109863854	0.05711112180739448	7.201726010587108e-23	0.11849178023699099	0.13298390976909516	0.3820341960253266	0.07873367049797364	0.28775644347061363
58	0.03965487283180533	0.057694800513025765	8.478735519128775e-22	0.10612933012906674	0.13355971418130705	0.3864282842314721	0.08050675906020009	0.2933759123979541
59	0.0400328645649721	0.058279912118629824	1.6242622270121559e-21	0.09376688002114286	0.13413551859351902	0.39082237243761714	0.08227984762242654	0.29899538132529446
60	0.040410856298138884	0.05886641389664553	2.3975324043966158e-21	0.08140442991321893	0.1347113230057308	0.39521646064376237	0.08405293618465297	0.30461485025263485
61	0.040788848031305655	0.05945426470595476	3.175930925899581e-21	0.06904197980529507	0.1352871274179428	0.39961054884990754	0.08582602474687936	0.3102343191799753
62	0.04116683976447244	0.06004342492379065	3.954732862278288e-21	0.05667952969737089	0.13586293183015474	0.4040046370560528	0.08759911330910586	0.31585378810731574
63	0.041544831497639226	0.060633856380825885	4.728520798965277e-21	0.04431707958944706	0.13643873624236652	0.408398725262198	0.08937220187133231	0.3214732570346562
64	0.04192282323080601	0.06122552229929072	5.505633917377117e-21	0.031954629481522945	0.13701454065457835	0.4127928134683434	0.09114529043355872	0.3270927259619966
65	0.04230081496397279	0.06181838723397643	6.283607832131264e-21	0.019592179373598965	0.13759034506679044	0.4171869016744885	0.09291837899578519	0.332712194889337
66	0.042678806697139575	0.0624124170159862	7.057673767037409e-21	0.007229729265674789	0.13816614947900227	0.42158098988063375	0.0946914675580117	0.3383316638166775
67	0.04305679843030636	0.06300838608518453	8.385607909692275e-22	5.572314183993787e-22	0.13319091639296327	0.4259651505023696	0.096878801090676	0.3439651320139912
68	0.04343479016347314	0.06361313237301741	8.63326064613517e-22	5.732042093216995e-22	0.1203967312365882	0.430335327556764	0.09964962222727963	0.3496183189793682
69	0.04381278189663992	0.0642279794170806	8.912277198437769e-22	5.924436353872171e-22	0.10760254608021305	0.43470550461115853	0.10242044336388322	0.3552715059447452
70	0.044190773629806696	0.0648526399319361	9.241496921857504e-22	6.125204720135066e-22	0.09480836092383794	0.439075681665553	0.10519126450048687	0.3609246929101222
71	0.04456876536297348	0.06548683309435809	9.450706289132882e-22	6.284284879891779e-22	0.08201417576746263	0.4434458587199475	0.10796208563709048	0.36657787987549945
72	0.04494675709614026	0.06613028464903052	9.703217856549305e-22	6.445918361517639e-22	0.0692199906110875	0.44781603577434204	0.11073290677369406	0.3722310668408764
73	0.04532474882930704	0.06678272698266989	9.985145068933897e-22	6.627026341870163e-22	0.05642580545471227	0.4521862128287365	0.11350372791029777	0.37788425380625346
74	0.04570274056247384	0.06744389916937177	1.0205179138219063e-21	6.77917361333856e-22	0.04363162029833664	0.4565563898831312	0.11627454904690146	0.3835374407716307
75	0.04608073229564061	0.06811354698987178	1.0538952513882533e-21	7.004651012196368e-22	0.03083743514196162	0.46092656693752576	0.11904537018350501	0.38919062773700763
76	0.04645872402880739	0.06879142292728861	1.0768066877057772e-21	7.147398564216949e-22	0.01804324998558644	0.4652967439919203	0.1218161913201086	0.39484381470238467
77	0.04683671576197417	0.06947728614178338	1.1060728561541813e-21	7.356849875131957e-22	0.005249064829211221	0.46966692104631474	0.1245870124567123	0.4004970016677618
78	0.047214707495140965	0.07018838059973376	-1.2677699751892656e-22	-1.1081379460926302e-22	-8.859557158713914e-23	0.4563134406374147	0.13041169704224245	0.41327486232034294
79	0.047592699228307736	0.07099770132119733	-1.1019734645323382e-22	-9.66365349236964e-23	-7.594576000095527e-23	0.4306297888062484	0.1383609239184051	0.4310092872753465
80	0.04797069096147452	0.07191018757601246	-1.629576121667976e-22	-1.3708985580783227e-22	-1.1251033267709717e-22	0.40494613697508125	0.14631015079456808	0.44874371223035064
81	0.0483486826946413	0.07292196667797113	-1.3638482823569284e-22	-1.1408065881794513e-22	-9.371058020925679e-23	0.37926248514391464	0.1542593776707309	0.4664781371853545
82	0.048726674427808085	0.07402896753157816	-1.6595922731951787e-22	-1.4041561449815354e-22	-1.1733665281917614e-22	0.3535788333127474	0.1622086045468938	0.48421256214035874
83	0.049104666160974864	0.07522698655430943	-1.4440779420373555e-22	-1.2191186699803252e-22	-9.870357610959435e-23	0.32789518148158103	0.17015783142305646	0.5019469870953626
84	0.04948265789414165	0.07651174838503912	-1.0635187249209473e-22	-9.69259770617224e-23	-7.786673629328817e-23	0.3022115296504146	0.17810705829921925	0.5196814120503662
85	0.049860649627308434	0.07787896017841603	-9.422227818808724e-23	-8.289425323987627e-23	-6.731067307477133e-23	0.2765278778192473	0.1860562851753823	0.5374158370053704
86	0.05023864136047521	0.07932435879759485	-1.7605154820249354e-22	-1.4963550580566031e-22	-1.2752902404329247e-22	0.25084422598808065	0.1940055120515451	0.5551502619603743
87	0.050616633093641984	0.08084375066429254	-2.1101526020012148e-22	-1.7613631041929102e-22	-1.5076806551867707e-22	0.22516057415691365	0.20195473892770788	0.5728846869153784
88	0.05099462482680877	0.08243304438714806	-1.3627910825261874e-22	-1.1779048923111522e-22	-9.593737302542536e-23	0.19947692232574696	0.20990396580387077	0.5906191118703823
89	0.05137261655997555	0.08408827656123782	-9.226609444190865e-23	-7.73196133322174e-23	-6.33942844625574e-23	0.17379327049458085	0.21785319268003345	0.6083535368253857
90	0.05175060829314235	0.08580563131745736	-1.7488888427543458e-22	-1.492621221620011e-22	-1.2905085880568889e-22	0.1481096186634129	0.22580241955619648	0.6260879617803906
91	0.05212860002630911	0.08758145431070491	-1.2038360356160043e-22	-1.1741890468335798e-22	-9.599164626127411e-23	0.12242596683224648	0.23375164643235927	0.6438223867353943
92	0.052506591759475904	0.08941226188399021	-1.313639684862839e-22	-1.1409504063971583e-22	-9.791838459087397e-23	0.09674231500107965	0.24170087330852227	0.6615568116903981
93	0.05288458349264268	0.09129474614613309	-1.2459460352013705e-22	-1.1362609359713724e-22	-9.2377410702852e-23	0.07105866316991333	0.24965010018468478	0.679291236645402
94	0.053262575225809454	0.09322577666721266	-1.7691074769311336e-22	-1.4209569889965704e-22	-1.1888747821983943e-22	0.045375011338745976	0.25759932706084787	0.6970256616004061
95	0.053640566958976246	0.09520239944016966	-1.7457743065017782e-22	-1.5235328180354153e-22	-1.285681094582821e-22	0.019691359507579564	0.2655485539370105	0.71476008655541
96	0.05401855869214304	0.09726056418562187	-1.5906917960177334e-22	-1.4966722462076028e-22	-1.4065191364079274e-22	-4.3796325059921394e-23	0.2566720019919672	0.7433279980080327
97	0.05439655042530982	0.10033587397481114	6.869031650702713e-22	5.914578941271451e-22	5.353238393354e-22	2.162607653486244e-22	0.19250401200089598	0.8074959879991039
98	0.05477454215847659	0.10472748747936263	1.1390148927788488e-21	9.923114691647094e-22	9.01838490270248e-22	3.558119231898705e-22	0.12833602200982483	0.8716639779901751
99	0.05515253389164338	0.11027825909062092	1.3422188390820516e-21	1.1823313454670847e-21	1.0645276807797381e-21	4.0626185236474396e-22	0.06416803201875185	0.9358319679812482
100	0.05553052562481015	0.1168230792534006	1.3696497921670875e-09	1.60169641556474e-09	1.7294878308847959e-09	3.375314907789977e-09	8.510916667200281e-10	0.9999999910727595
