curr_state	curr_action	next_reward	next_state	old_value	new_value
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
1920	0	0	1920	0.0	0.0
